Zur's Weirding; FMB1; 2; Foil; 32
Keldon Warcaller; DOM; 2; ; 136
Keldon Raider; M20; 2; ; 146
Keldon Raider; DOM; 2; ; 135
Keldon Overseer; DOM; 1; ; 134
Keldon Halberdier; TSR; 2; ; 173
Kefnet's Monument; AKH; 2; ; 231
Keeper of the Nine Gales; PLIST; 2; ; 62
Keeper of the Accord; CMR; 1; ; 27
Keeper of Fables; ZNC; 1; ; 71
Keep Safe; IKO; 2; ; 56
Keensight Mentor; IKO; 1; ; 18
Keen-Eared Sentry; AFR; 2; ; 22
Keen Sense; TSR; 1; ; 213
Kazuul's Toll Collector; 2XM; 1; ; 133
Kazuul's Fury; ZNR; 1; ; 146
Kazandu Tuskcaller; C21; 1; ; 196
Kazandu Stomper; ZNR; 3; ; 191
Kazandu Stomper; ZNR; 1; Foil; 191
Kazandu Nectarpot; ZNR; 1; ; 190
Kazandu Nectarpot; ZNR; 2; ; 306
Kaya, Orzhov Usurper; RNA; 1; ; 186
Kaya, Bane of the Dead; WAR; 2; ; 231
Kaya's Onslaught; KHM; 2; ; 18
Kaya's Ghostform; WAR; 3; ; 94
Kavu Primarch; TSR; 1; ; 212
Kasmina, Enigmatic Mentor; WAR; 1; ; 56
Kasmina's Transmutation; WAR; 4; ; 57
Kaseto, Orochi Archmage; C21; 1; ; 221
Karrthus, Tyrant of Jund; 2XM; 1; ; 205
Karok Wrangler; STX; 1; ; 135
Karok Wrangler; STX; 1; Foil; 135
Karn's Bastion; WAR; 1; ; 248
Kari Zev, Skyship Raider; AER; 1; ; 87
Kari Zev's Expertise; AER; 1; ; 88
Kargan Warleader; ZNR; 1; ; 224
Karfell Kennel-Master; KHM; 1; ; 101
Karfell Harbinger; KHM; 4; ; 65
Karfell Harbinger; KHM; 2; Foil; 65
Kardur, Doomscourge; KHM; 1; ; 216
Kardur, Doomscourge; KHM; 1; ; 324
Kardur, Doomscourge; KHM; 1; Foil; 324
Karametra's Blessing; THB; 1; ; 26
Kamahl's Druidic Vow; DOM; 1; ; 166
Kalastria Nightwatch; MB1; 1; ; 696
Kalastria Healer; BFZ; 1; ; 114
Kalain, Reclusive Painter; AFR; 1; ; 342
Kabira Takedown; ZNR; 1; ; 19
Kabira Takedown; ZNR; 1; Foil; 19
Kabira Outrider; ZNR; 4; ; 18
Kabira Outrider; ZNR; 2; Foil; 18
Kaalia, Zenith Seeker; M20; 2; ; 210
Jwari Disruption; ZNR; 1; ; 64
Jwar Isle Refuge; ZNC; 1; ; 133
Justiciar's Portal; RNA; 1; ; 13
Just the Wind; SOI; 1; ; 71
Juri, Master of the Revue; CMR; 2; ; 282
Junktroller; RNA; 1; ; 235
Junk Winder; MH2; 1; ; 48
Jungleborn Pioneer; RIX; 3; ; 137
Jungle Shrine; C16; 1; ; 304
Jungle Shrine; C19; 1; ; 255
Jungle Shrine; ZNC; 1; ; 132
Jungle Hollow; IKO; 1; ; 249
Jungle Delver; XLN; 3; ; 195
Jungle Creeper; RIX; 1; ; 161
Juggernaut; DOM; 2; ; 222
Judge's Familiar; RTR; 1; ; 218
Judge Unworthy; TSR; 1; ; 21
Jubilant Mascot; BBD; 1; ; 28
Jousting Dummy; ELD; 1; ; 224
Joust; ELD; 1; ; 129
Journey to Oblivion; ZNR; 1; ; 17
Journey to Eternity; RIX; 1; ; 160
Jorn, God of Winter; KHM; 1; ; 179
Joraga Visionary; ZNR; 4; ; 188
Joraga Auxiliary; OGW; 1; ; 154
Join Shields; GRN; 1; ; 181
Jiang Yanggu, Wildcrafter; WAR; 1; ; 164
Jhoira's Familiar; DOM; 2; ; 220
Jewel-Eyed Cobra; MH2; 1; ; 168
Jeskai Sage; MB1; 1; ; 410
Jeska's Will; CMR; 1; ; 187
Jaya, Venerated Firemage; WAR; 1; ; 135
Jaya's Greeting; WAR; 4; ; 136
Jaya Ballard, Task Mage; TSR; 1; ; 172
Jaspera Sentinel; KHM; 3; ; 178
Jarl of the Forsaken; KHM; 1; ; 100
Jalum Tome; CMR; 1; ; 318
Jadzi, Oracle of Arcavios; STX; 1; Foil; 151
Jadelight Ranger; RIX; 1; ; 136
Jaded Sell-Sword; AFR; 1; ; 152
Jadecraft Artisan; RIX; 1; ; 135
Jade Guardian; XLN; 3; ; 194
Jade Bearer; RIX; 4; ; 134
Jade Avenger; MH2; 1; ; 167
Jace, Mirror Mage; ZNR; 1; ; 281
Jace, Mirror Mage; ZNR; 2; ; 63
Jace, Mirror Mage; ZNR; 2; Foil; 281
Jace, Mirror Mage; ZNR; 1; Foil; 63
Jace, Ingenious Mind-Mage; XLN; 1; Foil; 280
Jace's Triumph; WAR; 1; ; 55
Jace's Sentinel; XLN; 3; ; 283
Izzet Locket; GRN; 1; ; 238
Izzet Cluestone; DGM; 1; Foil; 141
Izzet Charm; RTR; 1; ; 172
Izzet Boilerworks; GK1; 4; ; 47
Ixalli's Keeper; XLN; 1; ; 193
Ixalli's Diviner; XLN; 1; ; 192
Ixalan's Binding; XLN; 1; ; 17
Ivy Elemental; IKO; 1; ; 161
Ith, High Arcanist; TSR; 1; ; 255
Iterative Analysis; PLIST; 1; ; 1
Isolation Zone; OGW; 2; ; 22
Isolate; M19; 1; Foil; 17
Irregular Cohort; MH1; 1; ; 15
Ironwright's Cleansing; EMN; 1; ; 32
Irontread Crusher; AER; 1; ; 161
Ironroot Warlord; M20; 1; ; 209
Ironclad Revolutionary; AER; 1; ; 65
Ironclad Krovod; WAR; 2; ; 19
Iron Verdict; KHM; 2; ; 17
Iron Myr; FMB1; 1; Foil; 102
Iron Bully; 2XM; 1; ; 262
Iron Bully; WAR; 3; ; 240
Iroas's Blessing; THB; 2; ; 142
Iridescent Hornbeetle; ZNR; 3; ; 187
Ipnu Rivulet; HOU; 1; ; 180
Iona's Judgment; IMA; 1; ; 25
Ion Storm; 2XM; 1; ; 132
Invoke the Divine; DOM; 2; ; 22
Invoke the Divine; KHM; 3; ; 16
Invoke the Divine; KHM; 1; Foil; 16
Invisible Stalker; ZNC; 1; ; 27
Invert // Invent; GRN; 2; ; 228
Inventor's Apprentice; KLD; 1; ; 120
Invasive Surgery; SOI; 1; ; 68
Invading Manticore; WAR; 6; ; 134
Invade the City; WAR; 1; ; 201
Intrusive Packbeast; GRN; 1; ; 17
Intruder Alarm; FMB1; 2; Foil; 25
Introduction to Prophecy; STX; 3; ; 4
Introduction to Annihilation; STX; 3; ; 3
Intrepid Provisioner; SOI; 2; ; 213
Intrepid Outlander; AFR; 1; ; 191
Into the Roil; ZNR; 4; ; 62
Into the Roil; ZNR; 1; Foil; 62
Into the Fray; SOK; 1; ; 106
Interpret the Signs; CMR; 1; Foil; 75
Interplanar Beacon; WAR; 2; ; 247
Intangible Virtue; CMR; 1; ; 24
Inspiring Veteran; ELD; 5; ; 194
Inspiring Unicorn; GRN; 3; ; 16
Inspiring Roar; AER; 4; ; 186
Inspiring Roar; CMR; 3; ; 23
Inspiring Roar; CMR; 1; Foil; 23
Inspiring Captain; M20; 2; ; 25
Inspiring Captain; SOI; 1; ; 25
Inspiring Call; ZNC; 1; ; 70
Inspiring Bard; AFR; 2; ; 189
Inspired Charge; BFZ; 1; ; 32
Inspired Charge; M20; 1; ; 24
Inspired Charge; KLD; 1; ; 20
Inspire Awe; THB; 2; ; 175
Inscription of Ruin; ZNR; 2; ; 108
Inscription of Insight; ZNR; 3; ; 61
Inscription of Insight; ZNR; 1; Foil; 329
Inscription of Abundance; ZNR; 1; ; 186
Inscription of Abundance; ZNR; 2; ; 360
Insatiable Hemophage; IKO; 1; ; 290
Insatiable Hemophage; IKO; 1; ; 93
Insatiable Harpy; THS; 1; ; 92
Inquisitor's Ox; SOI; 2; ; 24
Inordinate Rage; ZNR; 6; ; 144
Inordinate Rage; ZNR; 1; Foil; 144
Inner Calm, Outer Strength; SOK; 1; ; 133
Inkling Summoning; STX; 2; ; 195
Initiate's Companion; AKH; 2; ; 174
Ingenuity Engine; CMR; 1; ; 317
Ingenious Smith; AFR; 1; ; 21
Ingenious Infiltrator; MH1; 1; ; 204
Inga Rune-Eyes; KHM; 4; ; 304
Inga Rune-Eyes; KHM; 3; ; 64
Infuse with Vitality; STX; 1; Foil; 194
Infuriate; M20; 3; ; 145
Infuriate; STA; 2; ; 41
Infuriate; THB; 1; ; 141
Infectious Horror; M19; 3; ; 101
Inevitable End; THB; 1; ; 102
Indulgent Aristocrat; SOI; 1; ; 118
Induced Amnesia; RIX; 1; ; 40
Indatha Crystal; IKO; 2; ; 235
Incubation Druid; C21; 1; ; 195
Incubation // Incongruity; C21; 1; ; 219
Incubation // Incongruity; RNA; 1; ; 226
Incandescent Soulstoke; LRW; 1; ; 178
Inaction Injunction; RTR; 2; ; 41
In Search of Greatness; KHM; 1; ; 177
In Oketra's Name; AKH; 1; ; 19
In Garruk's Wake; ZNC; 1; ; 45
In Bolas's Clutches; DOM; 4; ; 54
Impulsive Pilferer; CMR; 1; ; 185
Improvised Weaponry; AFR; 2; ; 150
Impostor of the Sixth Pride; MH1; 1; ; 14
Imposing Vantasaur; IKO; 1; ; 17
Implement of Malice; AER; 2; ; 159
Implement of Improvement; AER; 1; ; 158
Implement of Ferocity; AER; 1; ; 157
Implement of Examination; AER; 1; ; 156
Implement of Combustion; AER; 2; ; 155
Imperious Oligarch; RNA; 2; ; 184
Impending Doom; THB; 1; ; 139
Impeccable Timing; AKH; 2; ; 18
Impassioned Orator; RNA; 3; ; 12
Impale; RIX; 4; ; 76
Imoti, Celebrant of Bounty; CMR; 1; Foil; 280
Immobilizer Eldrazi; OGW; 1; ; 97
Immersturm Skullcairn; KHM; 1; ; 263
Immersturm Raider; KHM; 4; ; 141
Immersturm Predator; KHM; 1; ; 214
Illustrious Historian; STX; 4; ; 109
Illustrious Historian; STX; 1; Foil; 109
Illusory Wrappings; AKH; 1; ; 58
Illuminate History; STX; 1; ; 108
Ill-Gotten Inheritance; RNA; 5; ; 77
Igneous Inspiration; STX; 1; ; 107
Igneous Elemental; MH1; 1; ; 133
Igneous Cur; M21; 2; ; 153
Idyllic Grange; ELD; 3; ; 246
Idol of Oblivion; C21; 1; ; 246
Icon of Ancestry; M20; 1; ; 229
Ichthyomorphosis; THB; 1; ; 51
Ichor Wellspring; 2XM; 2; ; 261
Icehide Troll; KHM; 5; ; 176
Icebreaker Kraken; KHM; 1; ; 63
Icebind Pillar; KHM; 5; ; 62
Icebind Pillar; KHM; 1; Foil; 62
Ice Tunnel; KHM; 1; Foil; 262
Ice Over; AER; 1; ; 35
Hyrax Tower Scout; THB; 2; ; 173
Hypothesizzle; GRN; 1; ; 178
Hyena Pack; AKH; 1; ; 139
Hydroform; GTC; 1; ; 172
Hydra's Growth; THB; 4; ; 172
Hydra Broodmaster; C21; 1; ; 194
Hurricane; MB1; 1; ; 1241
Hunter's Mark; AFR; 1; ; 188
Hunt the Weak; KLD; 1; ; 158
Hunt the Weak; RIX; 4; ; 133
Hunt for Specimens; STX; 2; ; 73
Hunt for Specimens; STX; 1; Foil; 73
Humiliate; STX; 1; Foil; 193
Humbler of Mortals; JOU; 1; ; 127
Humble Naturalist; IKO; 1; ; 160
Humble Defector; CMR; 2; ; 184
Humble; MB1; 1; ; 136
Hulking Devil; SOI; 2; ; 165
Hubris; JOU; 1; ; 41
Huatli, Radiant Champion; RIX; 1; ; 159
Huatli's Raptor; WAR; 1; ; 200
Howlpack Wolf; SOI; 1; ; 164
Howlpack Resurgence; SOI; 1; ; 211
Hover Barrier; RTR; 1; ; 40
House Guildmage; GRN; 1; ; 177
Hour of Revelation; ZNC; 1; ; 17
Hour of Glory; HOU; 2; ; 65
Hostage Taker; XLN; 1; ; 223
Horror of the Dim; GTC; 1; ; 68
Horror of the Broken Lands; AKH; 1; ; 95
Hornet Queen; C21; 1; ; 193
Hornet Nest; C21; 1; ; 192
Horizon Seeker; KHM; 4; ; 175
Horizon Scholar; CMR; 1; Foil; 73
Horde of Notions; MM2; 1; ; 178
Hope Against Hope; SOI; 1; ; 22
Hooting Mandrills; KTK; 1; ; 137
Hooded Brawler; AKH; 1; ; 173
Honored Crop-Captain; AKH; 1; ; 200
Honor Troll; STX; 2; ; 134
Honor the God-Pharaoh; WAR; 1; ; 132
Honey Mammoth; IKO; 3; ; 158
Honed Khopesh; AKH; 1; ; 230
Homarid Explorer; DOM; 3; ; 53
Holy Mantle; GTC; 1; ; 17
Hofri Ghostforge; STX; 1; ; 192
Hobgoblin Captain; AFR; 3; ; 148
Hoarding Ogre; AFR; 1; ; 146
Hive of the Eye Tyrant; AFR; 1; ; 258
Hitchclaw Recluse; GRN; 2; ; 133
Hired Torturer; DGM; 1; ; 25
Hired Hexblade; AFR; 1; ; 109
Hinterland Drake; AER; 1; ; 34
Hinder; 2XM; 2; ; 54
Hill Giant Herdgorger; AFR; 1; ; 187
Hill Giant Herdgorger; AFR; 1; Foil; 187
Hijack; XLN; 2; ; 148
Highland Lake; RIX; 1; ; 189
Highland Lake; SOI; 1; ; 277
Highland Game; M19; 1; ; 188
Highland Forest; KHM; 2; ; 261
Highborn Vampire; ZNR; 3; ; 107
High Priest of Penance; GTC; 1; ; 171
High Alert; RNA; 2; ; 182
Hierophant's Chalice; XLN; 2; ; 240
Hieroglyphic Illumination; AKH; 3; ; 57
Hidden Stockpile; 2XM; 1; ; 201
Heroes of the Revel; THB; 1; ; 138
Hero of the Winds; THB; 1; ; 23
Hero of the Pride; THB; 1; ; 22
Hero of the Games; THB; 1; ; 137
Hero of Precinct One; RNA; 1; ; 11
Hermit of the Natterknolls; SOI; 1; ; 209
Herd Baloth; MH2; 1; ; 165
Herald of the Dreadhorde; WAR; 5; ; 93
Herald of Secret Streams; XLN; 1; ; 59
Herald of Hadar; AFR; 1; ; 108
Hengegate Pathway; KHM; 2; ; 293
Henge Walker; ELD; 1; ; 221
Hellraiser Goblin; GTC; 1; ; 95
Hellkite Whelp; GRN; 1; ; 106
Hellkite Charger; ZEN; 1; ; 131
Helica Glider; IKO; 4; ; 15
Heirloom Blade; C20; 1; ; 242
Heirloom Blade; ZNC; 1; ; 113
Heir of Falkenrath; SOI; 2; ; 116
Heightened Reflexes; IKO; 1; ; 123
Hedonist's Trove; DTK; 1; ; 106
Heavenly Blademaster; C18; 1; ; 3
Heated Debate; STX; 2; ; 106
Heat Ray; IMA; 1; ; 133
Heartless Pillage; 2XM; 1; ; 96
Heartless Act; IKO; 2; ; 91
Heartfire; WAR; 5; ; 131
Heartbeat of Spring; 2XM; 1; ; 171
Healing Grace; DOM; 3; ; 20
Healer of the Glade; M20; 3; ; 176
Headwater Sentries; XLN; 2; ; 58
Headstrong Brute; XLN; 5; ; 147
Headless Specter; MH1; 1; ; 95
Haze of Pollen; AKH; 1; ; 171
Hazardous Conditions; KLD; 1; ; 182
Havoc Devils; M19; 1; ; 146
Havengul Vampire; AVR; 1; ; 139
Haunting Voyage; KHM; 1; Foil; 98
Haunting Hymn; IMA; 1; ; 93
Haunted Fengraf; C18; 1; ; 254
Haunted Cloak; CMR; 1; ; 313
Haunted Cloak; SOI; 1; ; 257
Hatchery Spider; GRN; 1; ; 132
Hashep Oasis; HOU; 1; ; 177
Harvester Troll; OGW; 1; ; 133
Harrow; MB1; 1; ; 1235
Harrow; ZNC; 1; ; 69
Harrier Naga; HOU; 1; ; 118
Harrier Naga; HOU; 1; Foil; 118
Harmonize; STA; 2; ; 52
Harmonize; TSR; 1; ; 208
Harmonize; ZNC; 1; ; 68
Hardy Veteran; RIX; 2; ; 132
Hard Evidence; MH2; 2; ; 46
Hard Cover; M20; 1; ; 63
Harald, King of Skemfar; KHM; 1; ; 212
Harald, King of Skemfar; KHM; 2; ; 323
Harald, King of Skemfar; KHM; 1; Foil; 323
Hapless Researcher; JUD; 1; ; 42
Hamza, Guardian of Arashin; CMR; 1; Foil; 278
Hampering Snare; IKO; 5; ; 55
Hammerhand; IMA; 1; ; 132
Hammer of Purphoros; THS; 1; ; 124
Hall of Oracles; STX; 1; ; 267
Hall Monitor; STX; 2; ; 105
Half-Elf Monk; AFR; 2; ; 19
Haldan, Avid Arcanist; C20; 1; Foil; 2
Hagra Mauling; ZNR; 2; ; 106
Hagra Mauling; ZNR; 1; Foil; 106
Hagra Constrictor; ZNR; 3; ; 105
Hagi Mob; KHM; 3; ; 140
Hadana's Climb; RIX; 1; ; 158
Haazda Officer; RNA; 1; ; 10
Haazda Marshal; GRN; 2; ; 13
Haakon, Stromgald Scourge; MB1; 1; ; 684
Gyruda, Doom of Depths; IKO; 1; ; 221
Guul Draz Mucklord; ZNR; 3; ; 104
Gust of Wind; IKO; 2; ; 54
Guildscorn Ward; GTC; 1; ; 15
Guildpact Informant; WAR; 1; ; 271
Guildmages' Forum; GRN; 4; ; 250
Guild Thief; AFR; 2; ; 61
Guild Globe; WAR; 6; ; 239
Guiding Voice; STX; 1; ; 19
Guiding Voice; STX; 1; Foil; 19
Guided Strike; MB1; 1; ; 129
Guardians of Meletis; THS; 1; ; 217
Guardians of Koilos; DOM; 2; ; 216
Guardian Project; RNA; 1; ; 130
Guardian Kirin; MH2; 2; ; 15
Guardian Idol; IMA; 1; ; 216
Guardian Gladewalker; KHM; 4; ; 174
Guardian Augmenter; C21; 1; ; 389
Guardian Augmenter; C21; 1; ; 62
Gryff's Boon; SOI; 1; ; 20
Gruul Turf; GK2; 4; ; 104
Gruul Turf; ZNC; 1; ; 131
Gruul Locket; RNA; 3; ; 234
Gruul Guildgate; DGM; 1; ; 150
Gruul Guildgate; RNA; 1; ; 249
Gruul Guildgate; RNA; 1; ; 250
Gruul Guildgate; ZNC; 1; ; 130
Grunn, the Lonely King; DOM; 1; ; 165
Grumgully, the Generous; ELD; 1; ; 192
Gruesome Fate; RIX; 4; ; 75
Growth Spiral; RNA; 1; ; 178
Growth Cycle; M20; 1; ; 175
Grow from the Ashes; DOM; 2; ; 164
Grove Rumbler; BFZ; 1; ; 211
Grove of the Burnwillows; ZNE; 1; ; 25
Ground Assault; ZNC; 1; ; 91
Grotesque Mutation; BBD; 1; ; 145
Grotesque Mutation; MB1; 1; ; 681
Grotag Night-Runner; ZNR; 3; ; 143
Grotag Bug-Catcher; ZNR; 3; ; 142
Grizzled Outrider; KHM; 2; ; 173
Grisly Survivor; HOU; 2; ; 64
Grisly Salvage; RTR; 1; ; 165
Grinning Ignus; STX; 4; ; 104
Grinning Ignus; TSR; 1; ; 168
Grim Physician; THB; 1; ; 100
Grim Initiate; WAR; 3; ; 130
Grim Draugr; KHM; 1; ; 96
Grim Draugr; KHM; 1; Foil; 96
Grim Captain's Call; XLN; 1; ; 108
Grim Bounty; AFR; 2; ; 106
Grim Affliction; MB1; 1; ; 678
Griffin Sentinel; M20; 3; ; 21
Griffin Protector; M20; 4; ; 20
Griffin Protector; A25; 1; ; 17
Griffin Dreamfinder; BNG; 1; ; 16
Grief; MH2; 1; ; 87
Gretchen Titchwillow; AFR; 3; ; 223
Greenwood Sentinel; M19; 1; ; 187
Greenwood Sentinel; M20; 1; ; 174
Greenseeker; TSR; 1; ; 207
Green Dragon; AFR; 1; ; 186
Greed; MH2; 2; ; 274
Greater Sandwurm; IKO; 5; ; 157
Greataxe; AFR; 1; ; 245
Grazing Whiptail; XLN; 2; ; 190
Gravity Negator; OGW; 1; ; 45
Gravitic Punch; GRN; 1; ; 105
Graverobber Spider; BNG; 1; ; 122
Graven Abomination; HOU; 1; ; 162
Gravel-Hide Goblin; RNA; 3; ; 105
Gravedigger; AKH; 1; ; 93
Gravebreaker Lamia; THB; 1; ; 98
Grave Birthing; BFZ; 1; ; 93
Grateful Apparition; WAR; 1; ; 17
Grasping Thrull; RNA; 2; ; 177
Grasping Scoundrel; RIX; 6; ; 74
Grasping Current; XLN; 2; ; 282
Grasp of the Hieromancer; MB1; 1; ; 127
Grappling Hook; C17; 2; ; 212
Grapple with the Past; MB1; 1; ; 1224
Grapeshot; STA; 1; Foil; 102e
Granitic Titan; HOU; 1; ; 95
Grand Master of Flowers; AFR; 2; ; 17
Grakmaw, Skyclave Ravager; ZNR; 3; ; 223
Graf Rats; EMN; 1; ; 91
Graf Mole; SOI; 1; ; 207
Graceful Restoration; MH2; 2; ; 201
Graceblade Artisan; DTK; 1; ; 20
Gouged Zealot; MH2; 1; ; 131
Goring Ceratops; XLN; 1; ; 13
Gorilla Shaman; MH2; 1; ; 280
Gorgon Recluse; TSR; 2; ; 117
Gorging Vulture; M20; 2; ; 102
Gonti, Lord of Luxury; ZNC; 1; ; 44
Gonti's Machinations; AER; 2; ; 63
Goma Fada Vanguard; ZNR; 3; ; 141
Golos, Tireless Pilgrim; M20; 1; ; 226
Golgari Rot Farm; GK1; 4; ; 74
Golgari Raiders; GRN; 1; ; 130
Golgari Locket; GRN; 1; ; 237
Golgari Guildgate; GRN; 1; ; 248
Golgari Guildgate; GRN; 3; ; 249
Golem-Skin Gauntlets; 2XM; 2; ; 259
Golem Artisan; CMR; 2; ; 311
Goldvein Pick; KHM; 3; ; 239
Goldspan Dragon; KHM; 1; ; 139
Goldmaw Champion; KHM; 2; ; 14
Golden Ratio; STX; 1; ; 190
Golden Guardian; RIX; 1; ; 179
Gold-Forged Sentinel; ORI; 1; ; 226
Gods' Hall Guardian; KHM; 4; ; 13
Gods Willing; M20; 2; ; 19
Gods Willing; MB1; 1; ; 125
Gods Willing; STA; 1; Foil; 70
Godo, Bandit Warlord; 2XM; 1; ; 128
God-Pharaoh's Gift; HOU; 1; ; 161
God-Pharaoh's Faithful; HOU; 2; ; 14
God-Eternal Oketra; WAR; 1; ; 16
God-Eternal Bontu; WAR; 1; ; 92
Goblin Trailblazer; CMR; 2; ; 182
Goblin Trailblazer; RIX; 5; ; 105
Goblin Smuggler; M20; 2; ; 144
Goblin Ringleader; M20; 1; ; 143
Goblin Motivator; MB1; 1; ; 957
Goblin Morningstar; AFR; 1; ; 145
Goblin Lore; PLIST; 1; ; 133
Goblin Locksmith; GRN; 2; ; 104
Goblin Javelineer; AFR; 3; ; 144
Goblin Guide; 2XM; 1; ; 127
Goblin Gathering; RNA; 1; ; 104
Goblin Freerunner; OGW; 1; ; 111
Goblin Electromancer; GRN; 1; ; 174
Goblin Chainwhirler; DOM; 1; ; 129
Goblin Bushwhacker; FMB1; 1; Foil; 52
Goblin Balloon Brigade; MB1; 1; ; 951
Goblin Assault Team; WAR; 2; ; 129
Goblin Assailant; WAR; 3; ; 128
Goblin Anarchomancer; MH2; 1; ; 421
Goblin Anarchomancer; MH2; 1; Foil; 421
Go for Blood; IKO; 1; ; 122
Go Blank; STX; 2; ; 72
Gnottvold Slumbermound; KHM; 1; ; 258
Gnottvold Recluse; KHM; 4; ; 172
Gnoll Hunter; AFR; 1; ; 185
Gnarlid Pack; MB1; 1; ; 1223
Gnarlid Colony; ZNR; 1; ; 185
Gnarlid Colony; ZNR; 1; Foil; 185
Gluttonous Slug; MH1; 1; ; 93
Glowstone Recluse; IKO; 1; ; 156
Glorybringer; AKH; 1; ; 134
Glorious Protector; KHM; 1; ; 12
Glorious Enforcer; MH2; 1; Foil; 14
Glorious End; AKH; 1; ; 133
Glorifier of Dusk; XLN; 1; ; 12
Gloom Stalker; AFR; 2; ; 16
Gloom Sower; M21; 1; ; 100
Gloom Pangolin; IKO; 3; ; 89
Glittering Frost; KHM; 4; ; 171
Glittering Frost; KHM; 1; Foil; 171
Glinting Creeper; MH2; 2; ; 164
Glimpse the Unthinkable; GK1; 1; ; 15
Glimpse the Cosmos; KHM; 2; ; 60
Glimpse of Freedom; THB; 2; ; 50
Glimmerbell; IKO; 7; ; 53
Glimmerbell; IKO; 1; Foil; 53
Glimmer Bairn; MH2; 1; ; 163
Gleeful Sabotage; FMB1; 1; Foil; 68
Gleaming Overseer; WAR; 1; ; 198
Gleaming Barrier; RIX; 2; ; 178
Gleam of Resistance; MB1; 1; ; 122
Glaze Fiend; 2XM; 1; ; 95
Glass of the Guildpact; RNA; 1; ; 233
Glaring Aegis; M20; 2; ; 18
Glaive of the Guildpact; GRN; 2; ; 236
Gladewalker Ritualist; KHM; 1; ; 392
Glacial Grasp; ZNR; 2; ; 59
Glacial Floodplain; KHM; 1; ; 257
Glacial Floodplain; KHM; 1; Foil; 257
Gishath, Sun's Avatar; XLN; 1; ; 222
Gisa's Bidding; SOI; 1; ; 114
Gingerbread Cabin; ELD; 1; ; 245
Giltgrove Stalker; RIX; 6; ; 131
Gilt-Blade Prowler; MH2; 1; ; 86
Gilded Sentinel; XLN; 3; ; 239
Gilded Lotus; DOM; 2; ; 215
Gilded Light; MH1; 1; ; 12
Gilded Cerodon; HOU; 1; ; 94
Gifted Aetherborn; JMP; 1; ; 239
Gift of Strength; HOU; 2; ; 117
Gift of Strength; RNA; 1; ; 127
Gift of Paradise; AKH; 2; ; 167
Gift of Paradise; CMR; 2; ; 229
Gift of Paradise; M19; 1; ; 184
Gift of Paradise; M20; 1; ; 173
Gift of Paradise; M20; 1; Foil; 173
Gift of Orzhova; MM3; 1; ; 209
Gift of Immortality; THS; 1; ; 14
Gift of Growth; DOM; 1; ; 163
Gift of Estates; MB1; 1; ; 120
Gift of Estates; STA; 1; ; 6
Gift of Estates; STA; 1; Foil; 6
Gideon, the Oathsworn; WAR; 1; Foil; 265
Gideon's Triumph; WAR; 1; ; 15
Gideon's Sacrifice; WAR; 2; ; 14
Gideon's Reproach; DOM; 5; ; 19
Gideon's Defeat; HOU; 1; ; 13
Gideon's Company; WAR; 3; ; 268
Gideon's Battle Cry; WAR; 2; ; 267
Gideon Blackblade; WAR; 1; ; 13
Giant's Skewer; ELD; 2; ; 91
Giant's Grasp; KHM; 2; ; 384
Giant's Amulet; KHM; 1; ; 59
Giant Spider; AKH; 1; ; 166
Giant Scorpion; M13; 1; ; 94
Giant Ox; KHM; 3; ; 11
Giant Ox; KHM; 1; Foil; 11
Giant Mantis; BFZ; 1; ; 173
Giant Growth; WAR; 3; ; 162
Ghostly Wings; SOI; 1; ; 66
Ghostly Sentinel; BFZ; 1; ; 28
Ghostform; M19; 2; ; 58
Ghost of Ramirez DePietro; CMR; 1; Foil; 71
Ghor-Clan Wrecker; RNA; 1; ; 103
Ghitu War Cry; MB1; 2; ; 948
Ghitu Lavarunner; DOM; 2; ; 127
Ghitu Journeymage; DOM; 1; ; 126
Ghitu Chronicler; DOM; 2; ; 125
Ghirapur Guide; KLD; 2; ; 156
Ghastly Gloomhunter; ZNR; 5; ; 103
Ghastly Demise; CMR; 1; ; 129
Ghalta, Primal Hunger; RIX; 2; ; 130
Geometric Nexus; C21; 1; ; 77
Geode Rager; ZNC; 1; ; 6
Genesis Ultimatum; IKO; 1; ; 189
Generous Stray; GRN; 1; ; 129
General Ferrous Rokiric; MH2; 1; ; 366
Gelectrode; MB1; 1; ; 1428
Geistblast; SOI; 1; ; 160
Gearsmith Prodigy; M19; 1; ; 57
Gearseeker Serpent; KLD; 1; ; 48
Gathan Raiders; TSR; 2; ; 165
Gathan Raiders; TSR; 1; Foil; 165
Gateway Sneak; RNA; 2; ; 40
Gateway Plaza; RNA; 1; ; 247
Gateway Plaza; WAR; 2; ; 246
Gates of Istfell; KHM; 1; ; 256
Gates Ablaze; RNA; 1; ; 102
Gatekeeper of Malakir; PLIST; 1; ; 96
Gate to the Afterlife; AKH; 1; ; 228
Garth One-Eye; MH2; 1; ; 197
Garruk, Primal Hunter; C21; 1; ; 190
Garruk's Uprising; M21; 1; ; 186
Garruk's Gorehorn; M21; 1; ; 306
Garrison Sergeant; GRN; 2; ; 172
Garrison Cat; IKO; 4; ; 14
Gargoyle Sentinel; M19; 1; ; 236
Gargos, Vicious Watcher; M20; 2; ; 172
Gargadon; MH2; 2; ; 351
Garenbrig Paladin; ELD; 1; ; 157
Gang Up; BBD; 1; ; 47
Game Plan; BBD; 2; ; 35
